,ds,yhat,price_pred
632,2022-12-09,-0.005254299211991648,0.02155017005111993
633,2022-12-10,-0.005261189082708335,0.02155002078896634
634,2022-12-11,-0.005268992445132954,0.021549851736929134
635,2022-12-12,-0.005272883879127932,0.02154976743290624
636,2022-12-13,-0.005279254679009752,0.021549629415902792
637,2022-12-14,-0.0052875152068684525,0.021549450459833995
638,2022-12-15,-0.005291330163564634,0.021549367812615235
639,2022-12-16,-0.005297901594282395,0.021549225449145525
640,2022-12-17,-0.005304796943419617,0.021549076068307433
641,2022-12-18,-0.0053126133339134775,0.021548906734030145
642,2022-12-19,-0.005316485417416106,0.0215488228492163
643,2022-12-20,-0.005322857390183987,0.021548684806803452
644,2022-12-21,-0.005331134677515929,0.021548505487657438
645,2022-12-22,-0.005334929723563901,0.021548423271782947
