,ds,yhat,price_pred
772,2022-12-17,0.002013541174330317,6.690397158357888
773,2022-12-18,0.0020057680250568674,6.703816543053053
774,2022-12-19,0.001994395691144914,6.717186605880744
775,2022-12-20,0.001976958711103651,6.730466206455349
776,2022-12-21,0.001972270877287461,6.743740508944908
777,2022-12-22,0.0019483624944605774,6.756879760024911
778,2022-12-23,0.001941666475888136,6.769999366936559
779,2022-12-24,0.0019215811792230842,6.783008470303416
780,2022-12-25,0.0019100578667082576,6.795964408992068
781,2022-12-26,0.0018954967578565084,6.808846137495821
782,2022-12-27,0.0018752483281007958,6.821614414831456
783,2022-12-28,0.0018666734375760033,6.834348141261007
784,2022-12-29,0.0018400941301485922,6.846923985159133
785,2022-12-30,0.0018297317584724851,6.859452019422626
