,ds,yhat,price_pred
786,2022-12-10,-0.006834699064822321,1.3561830567736213
787,2022-12-11,-0.0068544502208969325,1.3468871675205427
788,2022-12-12,-0.006884016673597996,1.3376151738018762
789,2022-12-13,-0.00695603766188515,1.3283106722758014
790,2022-12-14,-0.006975846640136701,1.3190445807355484
791,2022-12-15,-0.007006441482933789,1.3098027720672438
792,2022-12-16,-0.007014547757461957,1.3006150979697222
793,2022-12-17,-0.007051050812576289,1.2914443948263339
794,2022-12-18,-0.007071626994225596,1.2823117817823386
795,2022-12-19,-0.007102129635311964,1.2732046372752326
796,2022-12-20,-0.007176049526758608,1.2640680577404468
797,2022-12-21,-0.007196010412797038,1.2549718108344625
798,2022-12-22,-0.007226728476817947,1.2459024703115014
799,2022-12-23,-0.007233963438363174,1.2368896573935015
