,ds,yhat,price_pred
780,2022-12-18,-0.005264090041419382,67.0461505031438
781,2022-12-19,-0.00528763078416097,66.6916352137839
782,2022-12-20,-0.005313920942068843,66.33724113676055
783,2022-12-21,-0.005342048900742462,65.98286435066764
784,2022-12-22,-0.005369675960973336,65.6285577501277
785,2022-12-23,-0.005393359920989437,65.27459931708582
786,2022-12-24,-0.005420644905572875,64.92076889283435
787,2022-12-25,-0.0033938507840926176,64.70043749042351
788,2022-12-26,-0.005004323995391832,64.37665553857784
789,2022-12-27,-0.005501592084965803,64.02248144001022
790,2022-12-28,-0.0055304821371925435,63.66840625002751
791,2022-12-29,-0.005558847764419311,63.314483272280405
792,2022-12-30,-0.005583112674306658,62.96099137825576
793,2022-12-31,-0.005611077150281152,62.607712398174186
