,ds,yhat,price_pred
833,2022-12-17,3.061880850307515e-06,39.35921322525461
834,2022-12-18,0.007409384719221189,39.65084077828638
835,2022-12-19,0.014266553009175016,40.21652160010816
836,2022-12-20,0.008897956088097824,40.574366443321956
837,2022-12-21,0.018170415544500555,41.31161954205196
838,2022-12-22,0.0075942120234091205,41.625348739884714
839,2022-12-23,0.010425850455911155,42.0593284010219
840,2022-12-24,0.011175613667635436,42.52936720635193
841,2022-12-25,0.01593109721872139,43.20690668996702
842,2022-12-26,0.019602617135948883,44.053875139439114
843,2022-12-27,0.011454326620613065,44.558482614189955
844,2022-12-28,0.017307767070524057,45.329690452292354
845,2022-12-29,0.0030109906066903033,45.466177724448386
846,2022-12-30,0.0021874711838677507,45.565633678061225
