,ds,yhat,price_pred
206,2022-10-10,-0.014155921736366947,5.193260787653496
207,2022-10-11,-0.030790523930985473,5.033357567091402
208,2022-10-12,-0.02494480232310643,4.907801457558795
209,2022-10-13,-0.02264938496185685,4.796642773030184
210,2022-10-14,-0.03323612865025054,4.637220936736458
211,2022-10-15,-0.020719973663400084,4.541137841055911
212,2022-10-16,-0.017607018144521525,4.461181944691666
213,2022-10-17,-0.015066577741063092,4.393967200104942
214,2022-10-18,-0.032753252838886145,4.250050481434132
215,2022-10-19,-0.026520548854965603,4.137336810005189
216,2022-10-20,-0.024067335652267124,4.037762136292313
217,2022-10-21,-0.035298411865195466,3.8952355453917757
218,2022-10-22,-0.021994340206285844,3.809562409622812
219,2022-10-23,-0.018680492783521057,3.7383979065214796
