predict_percent,date
-0.4592925310134887,2023-04-22 16:46:06.831001
-0.4608070943504572,2023-04-24 21:12:10.070252
-0.4608070943504572,2023-04-24 21:12:40.620529
-0.4608070943504572,2023-04-24 21:13:07.025956
-0.4608070943504572,2023-04-24 21:13:16.229139
