,ds,yhat,price_pred
1863,2022-12-17,0.0011232438905243371,0.19204046869390093
1864,2022-12-18,-0.003824612116585477,0.19130598839045948
1865,2022-12-19,-9.089962468599755e-05,0.1912885987479146
1866,2022-12-20,0.00016228474297747632,0.19131964196899692
1867,2022-12-21,0.0019827474570102846,0.19169898050258707
1868,2022-12-22,0.0009586352383293289,0.19188274990044865
1869,2022-12-23,0.007084198647553289,0.1932420854177822
1870,2022-12-24,0.004606840402821096,0.19413232086441026
1871,2022-12-25,-0.0005203555644661227,0.19403130303100574
1872,2022-12-26,0.0031282556849660734,0.19463828255777385
1873,2022-12-27,0.00320545649674964,0.19526218710511486
1874,2022-12-28,0.00474832706991966,0.1961893558338778
1875,2022-12-29,0.0033794296548101187,0.1968523639609409
1876,2022-12-30,0.00912821851879444,0.19864927535511764
