,ds,yhat,price_pred
1861,2022-12-15,0.0021057984609066955,1312.0859177872867
1862,2022-12-16,0.0021052939904789734,1314.8482443849964
1863,2022-12-17,0.0021056546180150725,1317.6168606627748
1864,2022-12-18,0.002105733559383346,1320.3914107046817
1865,2022-12-19,0.0021059664796373623,1323.1721107556268
1866,2022-12-20,0.002105070130809357,1325.9574808438986
1867,2022-12-21,0.0021066003081841866,1328.7507432816835
1868,2022-12-22,0.0021052890093730594,1331.5481476177108
1869,2022-12-23,0.002104855929979778,1334.3508646322775
1870,2022-12-24,0.002105266471421579,1337.1600287687002
1871,2022-12-25,0.0021048057174644255,1339.9744908424175
1872,2022-12-26,0.002105498587767,1342.79580524053
1873,2022-12-27,0.0021046972553818394,1345.6219838863578
1874,2022-12-28,0.0021061873403572426,1348.4561158737256
