,ds,yhat,price_pred
1855,2022-12-09,0.43116190047594116,0.5723459830446198
1856,2022-12-10,0.4356630829562119,0.5741460824678067
1857,2022-12-11,0.4253595677094443,0.5700255314939684
1858,2022-12-12,0.42178970150153583,0.5685978812865224
1859,2022-12-13,0.4255049021845638,0.5700836532221983
1860,2022-12-14,0.43132528107492063,0.5724113217246827
1861,2022-12-15,0.42711992372659013,0.5707295278027066
1862,2022-12-16,0.4283098303027424,0.5712053916786473
1863,2022-12-17,0.43247607385041675,0.5728715433265524
1864,2022-12-18,0.42193056554048314,0.5686542152113008
1865,2022-12-19,0.41820849943339655,0.5671656976757871
1866,2022-12-20,0.4218559252566206,0.5686243652924147
1867,2022-12-21,0.4276856503233301,0.5709557714897682
1868,2022-12-22,0.42355784987827916,0.5693049938923844
