,ds,yhat,price_pred
1821,2022-12-09,-0.0036064466614385594,4.378656475983977
1822,2022-12-10,0.0034295066686713845,4.409576008241467
1823,2022-12-11,-2.175444030340151e-05,4.394409423959092
1824,2022-12-12,-0.0032005275896963333,4.380440289384068
1825,2022-12-13,0.002081085649619444,4.403650365298835
1826,2022-12-14,0.0024127788933097577,4.405107992924644
1827,2022-12-15,0.006744699459961633,4.424144639618175
1828,2022-12-16,0.003104520071534491,4.40814785300763
1829,2022-12-17,0.010454644723984309,4.440448012719526
1830,2022-12-18,0.007198807795289706,4.426140220979195
1831,2022-12-19,0.004082851105282188,4.412447133650527
1832,2022-12-20,0.009283842643114232,4.435302917093084
1833,2022-12-21,0.009384103612618698,4.435743514427278
1834,2022-12-22,0.013330206049608757,4.453084681411677
