Date,Actual,Forecast
2014-09-17,-0.07192557601231186,
2014-09-18,-0.07192557601231186,
2014-09-19,-0.06984264508683824,
2014-09-20,0.03573491642945337,
2014-09-21,-0.02465854454739269,
2014-09-22,0.008352101649706567,
2014-09-23,0.08364741783421215,
2014-09-24,-0.028880814347395978,
2014-09-25,-0.027483091679796234,
2014-09-26,-0.017369943788794973,
2014-09-27,-0.012128327693262664,
2014-09-28,-0.055914572166871124,
2014-09-29,-0.00454420890480145,
2014-09-30,0.030567238732558177,
2014-10-01,-0.008603337970520819,
2014-10-02,-0.0222697222086099,
2014-10-03,-0.04148536263261304,
2014-10-04,-0.08524332054467354,
2014-10-05,-0.025408487399317115,
2014-10-06,0.02985554258083245,
2014-10-07,0.018504665621736027,
2014-10-08,0.04983235561959076,
2014-10-09,0.03424377642532228,
2014-10-10,-0.009489705523839986,
2014-10-11,0.002038376510340001,
2014-10-12,0.04485245473017008,
2014-10-13,0.03134333965318792,
2014-10-14,0.026781810112118443,
2014-10-15,-0.015209381938149025,
2014-10-16,-0.030946924386216934,
2014-10-17,0.0031420128043384565,
2014-10-18,0.02002301076852442,
2014-10-19,-0.004843619645193642,
2014-10-20,-0.01720204787552615,
2014-10-21,0.009481656731152865,
2014-10-22,-0.00858274545359361,
2014-10-23,-0.06457126822962156,
2014-10-24,-0.0002008581299606238,
2014-10-25,-0.03090319409850706,
2014-10-26,0.02140407347467921,
2014-10-27,-0.004835006905739236,
2014-10-28,0.013113716357861849,
2014-10-29,-0.061593676352636795,
2014-10-30,0.02894591678226255,
2014-10-31,-0.020225535163465924,
2014-11-01,-0.037160037210550945,
2014-11-02,0.00043900479879277476,
2014-11-03,0.005099810100901436,
2014-11-04,0.008969571209719529,
2014-11-05,0.02721393533736638,
2014-11-06,0.02887900040604885,
2014-11-07,-0.019682784596788183,
2014-11-08,0.008974484091493373,
2014-11-09,0.0514518612438124,
2014-11-10,0.010075326995947043,
2014-11-11,0.0021012418652148757,
2014-11-12,0.1519356972535466,
2014-11-13,-0.00667204784236497,
2014-11-14,-0.05446894835320326,
2014-11-15,-0.054509846038187426,
2014-11-16,0.03123627295980591,
2014-11-17,-0.0012220186486088247,
2014-11-18,-0.031517139000605376,
2014-11-19,0.01427778041672001,
2014-11-20,-0.059689129758029424,
2014-11-21,-0.019539471456759827,
2014-11-22,0.005905752724699953,
2014-11-23,0.04151927933138033,
2014-11-24,0.02537728010287066,
2014-11-25,-0.004120469378375846,
2014-11-26,-0.01859073972939984,
2014-11-27,0.0035291102092429583,
2014-11-28,0.018332505458648285,
2014-11-29,-0.0025395173166042895,
2014-11-30,0.0068070866522502715,
2014-12-01,0.0031689130085912343,
2014-12-02,0.005458232411423403,
2014-12-03,-0.01653486654186942,
2014-12-04,-0.014415630832770754,
2014-12-05,0.019615588368569137,
2014-12-06,-0.005490190425720742,
2014-12-07,0.0008271343718790902,
2014-12-08,-0.03515377329945624,
2014-12-09,-0.026774693453109233,
2014-12-10,-0.016620352688625162,
2014-12-11,0.011955659045429279,
2014-12-12,0.0058086884536090455,
2014-12-13,-0.014653531272593279,
2014-12-14,0.012251800235389965,
2014-12-15,-0.017879452125651896,
2014-12-16,-0.05294123105105797,
2014-12-17,-0.02227715381526163,
2014-12-18,-0.026205859280311383,
2014-12-19,0.020703512722289208,
2014-12-20,0.03811003257872558,
2014-12-21,-0.02761885453548918,
2014-12-22,0.034418702333968154,
2014-12-23,0.00809315472578076,
2014-12-24,-0.0359802814036525,
2014-12-25,-0.01093218393697526,
2014-12-26,0.027949191706237997,
2014-12-27,-0.036779876512901266,
2014-12-28,0.004356341361166027,
2014-12-29,-0.014402390775512863,
2014-12-30,-0.006182281104684106,
