Date,Actual,Forecast
2017-11-09,-0.14474556181402676,
2017-11-10,-0.14474556181402676,
2017-11-11,-0.07426585114283857,
2017-11-12,-0.1230486365908322,
2017-11-13,0.07853403002112302,
2017-11-14,0.00785524962198414,
2017-11-15,0.05105521888894082,
2017-11-16,-0.01741376167654829,
2017-11-17,0.019927128922672344,
2017-11-18,0.082391073860274,
2017-11-19,0.006144840366419935,
2017-11-20,-0.003969727856719563,
2017-11-21,0.011880126574778771,
2017-11-22,0.028480467058044967,
2017-11-23,0.01929596455678917,
2017-11-24,0.14985552051207662,
2017-11-25,-0.024129704425356335,
2017-11-26,0.004056620333020122,
2017-11-27,0.09671002366621329,
2017-11-28,0.053271806460909676,
2017-11-29,-0.1656673511463509,
2017-11-30,0.016169800161029313,
2017-12-01,0.052124974942232116,
2017-12-02,0.06248828383804361,
2017-12-03,0.0035148140360807822,
2017-12-04,0.068355518500542,
2017-12-05,0.2766365035924261,
2017-12-06,1.515899846532072,
2017-12-07,0.030637571919889472,
2017-12-08,-0.16249896545333553,
2017-12-09,0.06395348453039063,
2017-12-10,0.40079652275873956,
2017-12-11,-0.030546671155419314,
2017-12-12,0.15357645554723343,
2017-12-13,0.4527675140541385,
2017-12-14,0.06287542620618791,
2017-12-15,-0.1911675583339847,
2017-12-16,-0.05467556506802573,
2017-12-17,0.053891870175680534,
2017-12-18,0.12589689439595309,
2017-12-19,-0.10281319359661478,
2017-12-20,0.09185670684010039,
2017-12-21,-0.06330348436283284,
2017-12-22,-0.2029196066783212,
2017-12-23,0.03542862655518486,
2017-12-24,-0.03593281979855045,
2017-12-25,0.056070015251902694,
2017-12-26,-0.06352556205194582,
2017-12-27,-0.03145676762943761,
2017-12-28,0.06092570461512459,
2017-12-29,0.013685545883881156,
2017-12-30,0.09462887779320472,
2017-12-31,0.04573599823211216,
2018-01-01,-0.01841195306906307,
2018-01-02,0.05189718152527467,
2018-01-03,0.480292892854596,
2018-01-04,0.2831109724541667,
2018-01-05,-0.17251808964310578,
2018-01-06,0.1056322692639009,
2018-01-07,0.26375321646540417,
2018-01-08,-0.0014397845715811153,
2018-01-09,0.07930323300787645,
2018-01-10,-0.15697415276487847,
2018-01-11,-0.1773327278395075,
2018-01-12,0.0664421849932646,
2018-01-13,-0.03189445634581678,
2018-01-14,-0.14154124214691333,
2018-01-15,-0.12620743206286,
2018-01-16,-0.2745091306463555,
2018-01-17,0.4302467287686482,
2018-01-18,-0.04141318663260163,
2018-01-19,0.03433352151321234,
2018-01-20,0.08174337190611247,
2018-01-21,-0.18223426912100704,
2018-01-22,0.0007468130199232981,
2018-01-23,0.19697545550133366,
2018-01-24,-0.06839238022545524,
2018-01-25,0.052430674584143855,
2018-01-26,-0.04040554768608129,
2018-01-27,0.01915999977428573,
2018-01-28,-0.008453056304410067,
2018-01-29,-0.03256585171409787,
2018-01-30,-0.15744236076046247,
2018-01-31,0.12662015219051082,
2018-02-01,-0.20248451294034941,
2018-02-02,-0.06528643964079384,
2018-02-03,0.11357558765851827,
2018-02-04,-0.09335147867080007,
2018-02-05,-0.2614067884275335,
2018-02-06,0.26364750402862724,
2018-02-07,0.06744276849679354,
2018-02-08,0.12591309574233822,
2018-02-09,0.15202499404921732,
2018-02-10,-0.08331718207224448,
2018-02-11,0.032153836225994104,
2018-02-12,0.06535738205259078,
2018-02-13,-0.084849557636125,
2018-02-14,0.07084070015008437,
2018-02-15,0.10849003209641817,
2018-02-16,-0.01670500625328719,
2018-02-17,0.058415374345315296,
2018-02-18,-0.10394666153488408,
2018-02-19,0.0028051461904574637,
2018-02-20,-0.09746276353544636,
2018-02-21,-0.04493589688132771,
2018-02-22,-0.011033525774089004,
2018-02-23,0.036492398771319046,
2018-02-24,-0.05447006595459758,
2018-02-25,-0.002754045249907855,
2018-02-26,0.05111837633075145,
2018-02-27,0.007728988712041751,
2018-02-28,-0.06034871291066124,
2018-03-01,0.09974340665401127,
2018-03-02,-0.03409453238476201,
2018-03-03,0.01487596850350048,
2018-03-04,0.003842971857958899,
2018-03-05,-0.007094569907727055,
2018-03-06,-0.0817194592376177,
2018-03-07,-0.11845031997941069,
2018-03-08,-0.07201142724592391,
2018-03-09,-0.025862633009117397,
2018-03-10,-0.06326124076409145,
2018-03-11,0.09178630155103407,
2018-03-12,0.05847665068977648,
2018-03-13,0.033600929124791845,
2018-03-14,-0.1284358681663047,
2018-03-15,0.0691706837520667,
2018-03-16,0.1254737298410078,
2018-03-17,-0.12565522595229928,
2018-03-18,-0.04089276744781123,
2018-03-19,0.07692214791332863,
2018-03-20,0.027743275302340775,
2018-03-21,0.03955396045513271,
2018-03-22,-0.06268212950070495,
2018-03-23,0.02183966447189767,
2018-03-24,0.023724046570196666,
2018-03-25,0.02296753532393958,
2018-03-26,-0.08422091689890188,
2018-03-27,-0.05610945593640204,
2018-03-28,-0.024447553222331386,
2018-03-29,-0.1202538851388989,
2018-03-30,-0.04513831967979576,
2018-03-31,0.06376551556029941,
2018-04-01,-0.06679188632975197,
2018-04-02,0.039342068875170666,
2018-04-03,0.09413719234369222,
2018-04-04,-0.09725489535152898,
2018-04-05,0.04110898598574009,
2018-04-06,-0.024379546383035522,
2018-04-07,0.036641490103121566,
2018-04-08,0.007237188070310596,
2018-04-09,0.003877557529132103,
2018-04-10,0.06580187450714625,
2018-04-11,0.021484692558187746,
2018-04-12,0.08597514597222022,
2018-04-13,0.06656910535626959,
2018-04-14,0.06316073442265502,
2018-04-15,0.05143645917452866,
2018-04-16,-0.05783791279252071,
2018-04-17,0.019691418753451817,
