,ds,yhat,price_pred
471,2022-12-18,-0.015122668882824175,0.26030306753109345
472,2022-12-19,-0.007379830214601885,0.2583820750883739
473,2022-12-20,0.005617059074927959,0.2598334224680478
474,2022-12-21,-0.007647041146076467,0.25784646559530877
475,2022-12-22,0.019923042733497247,0.26298355174804533
476,2022-12-23,-0.03388763532221469,0.2540716610506668
477,2022-12-24,0.009807339717953808,0.2565634281432955
478,2022-12-25,-0.010219909600324135,0.2539413731009218
479,2022-12-26,-0.0054334942349798,0.2525615841141551
480,2022-12-27,0.005711969431919521,0.2540042081622923
481,2022-12-28,-0.007775940574862166,0.2520290865338574
482,2022-12-29,0.02025806116491889,0.25713470718419895
483,2022-12-30,-0.03445611150526888,0.24827484504158553
484,2022-12-31,0.009971467725606363,0.2507505096459976
