,ds,yhat,price_pred
442,2022-11-05,0.002799670965020337,0.00792813432889159
443,2022-11-06,0.0023889878352863336,0.007924887468014574
444,2022-11-07,0.0053175478980858,0.007948040664251423
445,2022-11-08,0.010742683087895478,0.007990931783766666
446,2022-11-09,0.001182174843868632,0.007915346404347686
447,2022-11-10,0.0045082342476923205,0.0079416422304263
448,2022-11-11,-0.00039310978948494096,0.007902892203831797
449,2022-11-12,0.002927063310109288,0.007929141492788408
450,2022-11-13,0.0025163801803622086,0.007925894631911288
451,2022-11-14,0.005444940243175551,0.007949047828148247
452,2022-11-15,0.010870075432988329,0.007991938947663516
453,2022-11-16,0.0013095671889552822,0.007916353568244485
454,2022-11-17,0.004635626592787337,0.007942649394323166
455,2022-11-18,-0.00024390616669358028,0.007904071807692963
