,ds,yhat,price_pred
1864,2022-12-18,-0.00015443127528093082,0.0006349019401070181
1865,2022-12-19,-0.00015773463661796888,0.0006348017940802072
1866,2022-12-20,-0.00016070512964363464,0.0006346997781755915
1867,2022-12-21,-0.0001640936034744008,0.0006345956280018663
1868,2022-12-22,-0.00016741168367686036,0.0006344893892793285
1869,2022-12-23,-0.00017104797703884592,0.0006343808611528397
1870,2022-12-24,-0.00017404532829660093,0.0006342704501275953
1871,2022-12-25,-0.0001771596342462625,0.0006341580830066375
1872,2022-12-26,-0.00018035014295756158,0.0006340437125057095
1873,2022-12-27,-0.00018319559203173327,0.000633927558492423
1874,2022-12-28,-0.0001865227121628908,0.0006338093166048983
1875,2022-12-29,-0.0001897737722179329,0.0006336890362200193
1876,2022-12-30,-0.00019339129091273388,0.0006335664862792674
1877,2022-12-31,-0.00019629038430178991,0.000633442123270195
